Id,SalePrice
2658,126303.38986374611
2718,159246.10215517797
2414,200035.58350895825
1989,109040.30645408417
625,176501.16935872159
333,92481.3249808733
1327,109724.49005261848
858,151167.51490525188
95,182093.49878616026
1568,155738.7924193615
2482,164782.19436112026
1364,123539.05175726736
2584,144033.86448172844
818,270270.43835165654
2673,157792.3524667154
2089,130253.2181553873
1297,146995.18891517652
790,118020.48880989612
2616,206066.46554541725
720,186069.35379080276
222,148001.5930324295
557,130882.7912971675
1148,204757.34132989772
2766,168882.72961245468
534,169060.16980404928
1452,119960.25151265452
630,136566.82518680993
2648,127557.83813715058
125,157722.8866667436
1904,60256.819377623426
1670,115516.5564796594
756,97371.17993572193
717,223765.5892572322
1032,154600.43239267523
852,211296.66917556073
1731,168315.0939516593
2639,115817.29618053876
2071,92659.28739101026
1267,125880.9170176946
1851,195218.01268701648
567,164525.79425925965
2439,200663.73578702286
1898,143018.65491367673
647,165639.63066093228
2256,217521.82396388892
979,105977.77443355364
1444,210512.20637977857
2485,122995.10426663076
157,136414.02474404685
88,131653.95874669022
2003,106241.91334448327
186,204142.92770672034
1425,233134.14054951599
2695,128232.16126796024
738,116431.45163175257
395,143069.13867065057
1353,158966.25735221506
1878,138632.25342147952
390,155789.6361470169
1456,229812.51931250104
1103,327889.02067423257
1387,128651.60294438955
2070,150983.27498147465
1199,168231.9167149948
2479,177660.01061972583
501,311475.6788967267
2362,100979.53304601565
1718,198386.04763842648
2188,110309.42219479245
1483,160432.03558866298
2557,100415.44469107597
437,384461.9191057166
2224,189558.33264995972
1628,173965.18833100903
397,140134.96287001035
587,188657.04727371348
2182,434208.66125645826
971,138197.2180950563
2611,140207.3477939313
1887,110013.61542476258
2399,378606.12293448247
2148,196799.97896754005
304,110458.15640085991
1997,140995.68894876388
2817,127934.89966413249
1431,195186.50835388064
427,389831.5875050109
263,119573.39146095021
598,168773.76903547757
2895,227295.8261754331
687,133399.93228277314
1822,138559.69057753804
2191,108049.04383211565
179,120838.14485262297
1009,201934.53319220443
2010,128328.98419992438
1991,136582.2652941359
1411,171180.22681547113
1721,214747.7484031203
1144,193038.69472292686
593,216600.15814976295
575,285132.5445083839
1249,174621.03006862625
1604,129858.63728636366
1064,516719.18691274093
1923,152798.78792112452
1988,98742.95682116975
2325,178600.7218731498
114,201924.6966030825
2700,161864.14331646735
217,133456.02305282373
343,169007.54946908026
386,220031.64834465118
2005,138198.84993469165
2908,136578.25099279513
1814,244713.41884642126
2446,466130.49282145523
208,168085.58268192018
1679,109011.76206730165
822,340440.1098832159
6,194841.12466536093
1781,413750.9281317141
2397,292743.67367446696
2340,303965.2082688088
1618,174027.4643894304
2843,155825.8735347082
1061,375927.1189178766
2786,127167.07674490662
1935,134062.64496033592
1341,120623.2396561681
521,271057.64172596886
2136,144873.22002135866
996,192957.7292003919
227,154936.26905242522
135,161263.72211699517
1167,168182.42192907727
294,231589.92988773066
1776,196566.19570465435
540,159794.56200144097
1717,191248.53282129645
2303,139068.0477539614
116,165328.83487179741
127,140504.9871412078
1371,130419.93033426104
1014,156482.42265129706
1507,115142.37696270779
702,133292.7434395207
750,134271.65437561885
261,153441.72671661314
1559,76065.01180591344
577,211619.25949380978
2812,200928.94974930046
2080,150670.85203702812
1368,109852.31642910952
2376,133513.30516872974
659,106119.21399855394
1235,139321.7299059995
332,73592.83682904676
1917,137858.36298570232
2094,259034.78485285453
1460,270583.25395705464
1471,227606.83709846312
1509,133476.65749563408
1922,139039.87640784655
433,493909.27823825815
460,278080.4963836127
1116,234734.02567016814
1137,157626.65212854973
53,165261.7749779831
2354,261042.72453634994
1475,187151.56242221128
1761,493284.864143195
842,146903.2470510794
2739,194775.09144595714
2509,153587.16132425287
1007,201318.9998164812
2610,182311.49969201506
1952,95284.99057611286
2719,149906.19628226786
2921,91511.34947452864
1966,140412.7628696671
292,104536.52976735152
1204,190826.3169059147
1829,247823.1024917753
2419,182447.5838583604
391,145665.92976559955
798,108595.03058369734
481,199360.85781217992
193,198124.76430860753
555,119713.28348721626
899,51622.26907744356
2357,178576.73901862005
328,132332.6441218274
1356,120165.99334743372
1154,117040.94677737054
1730,181912.91719739445
2249,163282.63647424418
1119,275829.4592693025
2856,139284.2592269652
1394,131978.5877640225
2587,136931.2309314276
61,346682.86395537376
2661,172749.30475544228
2711,132669.72437584985
1147,187384.09078756676
757,142113.81980300936
2623,100042.67946593676
2378,140666.68236014686
1413,135501.47325353939
1722,203111.3804887746
1112,230480.39086177712
1623,190903.93695886593
1201,196030.9836028457
1513,124269.2185111609
957,279292.95000828855
1171,267487.55576330697
1145,194562.71174543037
2726,224637.55099009542
703,146737.6206727564
760,107648.89807347437
1964,150186.92705875158
2512,164137.97959596684
159,127027.26174829515
1281,175538.67120131804
468,179514.50454317665
290,125790.13622284064
665,99391.32141221172
1463,252285.46011659235
1792,223405.10917197802
923,140813.645832129
500,259868.94795558558
1408,202569.01026836107
331,86250.49823066057
170,136221.51411130824
2192,102018.46794069582
2571,259060.774136873
2314,177394.91041977223
2647,94824.31849175252
422,474730.45355225704
2457,395839.4620161298
1838,192411.67591219844
2805,250089.42236297228
1645,151030.2299101163
1711,296458.04467933654
2825,252619.04454560325
322,382053.18804538524
2103,251491.73165247354
342,125301.77130498954
600,128634.21317085119
488,184977.44257322446
1725,285140.5588892509
2246,306856.0609038492
2847,148828.61405712515
806,231585.49287057226
530,232076.6611526535
963,188731.49556192846
2678,106559.09402131202
171,96439.88920823866
2401,480302.19333308825
805,228761.3092767068
2259,218655.6659182965
1748,184592.6265826507
1361,133421.78757388907
1677,113649.25281637217
1406,146946.73627250124
2322,257316.85034458438
688,157254.23702661565
143,141725.23536583266
804,208184.9693199557
1214,165390.1643439771
2828,145137.10357680178
1999,177353.40377677453
2467,192695.20185967596
2665,151354.68739808243
1538,326684.91757722065
398,120971.79518221894
2822,136569.23518871292
2157,146570.73017021758
1856,189820.83844125093
1269,115092.9601970086
2570,121283.01164578846
2320,237035.34256171243
1517,123033.69830737259
2304,125436.52998947223
1312,103556.06896370125
2012,132943.98821965122
506,224915.56068305738
2865,209266.12463548052
2367,98329.76832770876
554,77775.5896859495
238,130858.2735845303
1954,125951.9136769035
