Id,SalePrice
2658,112148.54695942777
2718,154326.62990009837
2414,231377.29494930847
1989,104017.21129053386
625,190010.03899238008
333,78390.95472354538
1327,101316.63327285551
858,169085.30981559554
95,169447.54415745527
1568,164940.45401634177
2482,144462.59070659487
1364,123214.69150992982
2584,143358.33750458885
818,276581.9694080303
2673,129763.89706585242
2089,136106.84541041564
1297,148897.7233828722
790,120691.30985944367
2616,200290.1958699411
720,182257.39989613424
222,160067.8169050388
557,127635.00740277104
1148,172670.43244709517
2766,164794.3119895839
534,180808.48438327253
1452,122984.76042484271
630,121175.86272844438
2648,109538.97342123778
125,167309.55534210635
1904,61877.73333165687
1670,92927.56713218907
756,108465.92811372598
717,210520.79405118772
1032,155137.3150414334
852,220994.1017312008
1731,179114.48427921586
2639,108007.92956124996
2071,92500.89066579736
1267,142331.38408838605
1851,200125.2616267206
567,171895.7891934609
2439,206669.18955615212
1898,156352.32347672735
647,169933.96619362896
2256,212219.3520823168
979,88356.21958631182
1444,218383.6353772821
2485,126379.08692279298
157,137347.43794820318
88,113316.90947917588
2003,94155.35457729414
186,197031.07283133102
1425,238316.73833326367
2695,124597.5625216215
738,95196.90176837794
395,163047.78041774855
1353,171006.0442781276
1878,140673.64852778212
390,154990.42911127984
1456,228770.08384424154
1103,311866.74541023665
1387,120462.73306438659
2070,154227.79163408553
1199,166523.06463256737
2479,184467.33929628175
501,334673.6833393746
2362,84138.58243151501
1718,225774.40658554476
2188,89112.53253444273
1483,149661.37457918952
2557,96823.14417811872
437,360783.93240470137
2224,211461.70343688838
1628,170251.39789335366
397,140695.54379206896
587,194664.46431486332
2182,492132.59100253007
971,152360.502717813
2611,122404.29893461634
1887,109198.25974090029
2399,362759.17570883594
2148,193716.22196353535
304,136823.15203793632
1997,124538.11950614155
2817,105868.12499967407
1431,225967.6463917332
427,343099.5991808011
263,133520.3775807554
598,177439.51996149303
2895,214208.30866014477
687,128522.56742985378
1822,135455.47098501163
2191,83910.70608607701
179,113148.17258260281
1009,242385.46899361914
2010,132494.22223761884
1991,132009.90275254718
1411,209168.65877277698
1721,245518.19345930385
1144,199091.24518643453
593,216960.5433467618
575,313008.2508990739
1249,174295.8063414682
1604,126034.71128899814
1064,455190.1767475323
1923,143272.5325884962
1988,123058.18518157286
2325,168667.6489199774
114,201398.93345769774
2700,154705.10582659158
217,106956.44084677198
343,181961.39103055256
386,222212.93585708342
2005,98509.77487768087
2908,132023.6028890455
1814,234001.3367308635
2446,442322.6197301615
208,136606.99262024986
1679,112268.37947788152
822,307209.5041711725
6,184089.27181712637
1781,361761.5834645698
2397,322435.83632436796
2340,316758.9165986113
1618,166895.92821427324
2843,140824.79202985967
1061,361409.3275013432
2786,122489.16886855304
1935,134418.43867283576
1341,115717.00890138932
521,260503.2045227004
2136,140620.75757922634
996,211435.36631601257
227,143383.0661921929
135,169355.54831210463
1167,161612.9134575725
294,232925.9620357545
1776,202853.95576380583
540,157965.57173620758
1717,237283.8402342049
2303,123607.13772090727
116,192054.06339726978
127,158269.90907943892
1371,139040.70272813554
1014,138432.07819261326
1507,119935.44243630144
702,119021.31101720972
750,146966.00844517653
261,138732.60463250038
1559,34756.48642593331
577,221041.69956760443
2812,186172.35285350375
2080,148599.04981431292
1368,101943.71823459679
2376,122262.25942861036
659,115601.61642713542
1235,134132.56345926097
332,69610.8401455299
1917,148955.87148127446
2094,241373.86196775542
1460,250720.40633523208
1471,228141.84090738362
1509,115113.73348591829
1922,119182.15570672764
433,483121.8913634266
460,267039.39745247964
1116,241490.75411513148
1137,154231.72050295834
53,163602.89091970012
2354,262187.86687153537
1475,199846.85639850452
1761,434363.29320849106
842,142357.15977439194
2739,161252.76802964325
2509,148726.65420130777
1007,202752.87352486607
2610,169278.48617305164
1952,85627.99068291111
2719,150439.88230552556
2921,77901.67727189128
1966,149267.50407640543
292,120642.53284221442
1204,187263.56123847613
1829,260697.66208284246
2419,195973.36114090917
391,159861.7694816299
798,112192.24248382337
481,205888.6109886603
193,187777.61940815859
555,128624.8449753627
899,53299.16512468412
2357,194928.83096606028
328,141148.1195858643
1356,101367.94206967784
1154,106488.94493973025
1730,188000.6546907973
2249,180436.32594093782
1119,295836.88494611415
2856,137038.12534271996
1394,117460.70213794967
2587,120571.72643836992
61,323810.5840885169
2661,166598.2227184431
2711,116102.06519163329
1147,174493.64638736637
757,109445.2283175359
2623,114571.40313105789
2378,140624.27963330768
1413,127602.03042831222
1722,233386.0196305285
1112,233046.23229038483
1623,189685.23389864
1201,206010.73769343566
1513,119118.04788172356
957,331653.00477666454
1171,243467.9749116629
1145,188868.41666522427
2726,206786.31205354203
703,148118.69480963878
760,126673.48492165998
1964,157534.83288838365
2512,189866.08246810915
159,117147.38229026069
1281,173466.006086015
468,189724.39518790395
290,137209.8577768952
665,111472.57848430223
1463,241954.8495182438
1792,222093.96032134176
923,162880.16492765324
500,286823.03379354364
1408,156863.24335212333
331,84820.21927337832
170,152864.04269450688
2192,91938.73459718317
2571,220900.905573164
2314,161462.88877786326
2647,87524.98593458219
422,419019.206151764
2457,320078.8922406136
1838,193779.9803986329
2805,245644.34059433464
1645,157579.94591041974
1711,314170.9193235681
2825,225831.62499324942
322,295452.6174722173
2103,256472.6112134733
342,108545.92310337472
600,138809.06342189125
488,166022.14466449365
1725,293211.5360375037
2246,291537.4029248743
2847,131649.2562183992
806,226545.24808101452
530,235896.09935564708
963,186324.62965044647
2678,103785.3849925188
171,84877.12722070128
2401,410261.24247609935
805,223748.98123956047
2259,248756.9971773017
1748,196454.26115365274
1361,133069.26774951824
1677,106891.40809510881
1406,170888.07314298517
2322,244918.1223548957
688,145592.35231661407
143,138737.58493281508
804,205928.18131836888
1214,205061.42136811663
2828,134876.8439916789
1999,185619.14316216734
2467,214179.39666735713
2665,162274.8734406008
1538,324653.0346421879
398,120801.2974643193
2822,146444.63258694974
2157,141347.30644687673
1856,197130.6995646049
1269,129384.20168874186
2570,104101.85631580738
2320,239967.1583810423
1517,133547.73130260743
2304,129517.39536338343
1312,95689.55712554525
2012,131322.3534150209
506,251149.94777259298
2865,214842.4471341184
2367,94780.06545608045
554,85398.4829086135
238,134516.1822270767
1954,93739.4176200114
2488,128992.71974771164
2291,57548.01477194842
1969,111845.85710533142
2725,168670.59593840528
1482,143730.8001628365
2763,203595.89921865362
503,272466.08192596276
1584,254561.13655052165
1531,154180.53082033535
2210,195148.3814651649
459,314265.7060227753
556,128253.17310198137
1347,124436.42933635635
1290,69700.2758292051
1388,98659.39175858181
1571,281784.5472616231
2754,214062.83910368392
765,131837.3490856584
2494,123300.32657357355
2870,241525.86903057242
7,247452.67697759683
1114,237964.18676230515
2418,270210.538746532
291,126931.2292815774
18,360562.09142486134
39,382075.1283205904
1001,284474.2869463054
2442,226771.64372561697
616,104729.76127787375
2680,81699.3624339872
1414,133811.86145265272
289,161279.47897377753
40,276081.31611387944
860,140349.68212293193
409,123845.27130450716
673,156676.11957442528
2427,181551.7736814974
2036,215539.86074396214
2564,131233.09603036323
642,151267.87240940094
1008,181984.52720946135
1908,111555.42794904036
2519,187779.74215047536
1369,91754.89498563383
2855,142864.27753186435
712,79396.83310671519
1943,118135.86949831503
1958,120253.70045638527
107,167513.78798730907
2295,202164.18871996057
704,105741.18815195795
676,130638.50985961335
259,180068.80415842
93,285648.8458001732
106,244535.30152242666
2315,170854.2895388125
1050,93963.66319657503
1095,214697.26212669795
2709,156116.40258570985
758,138178.1615021249
1496,162013.36599360334
2370,110583.7520112882
2458,291731.19745768164
2733,135041.44167572007
161,249037.8285885737
726,161829.5831541529
845,215837.99518942027
947,247610.87290643435
2232,120166.02948926928
2563,137534.2824229296
2299,132594.01644285972
211,68348.48485439047
605,145460.64844603516
1478,204241.87485988904
2247,276072.58539165347
2274,245411.48053756828
2869,217360.08192624588
967,207769.97220095282
2656,114042.22301257125
667,193148.12057446496
1042,103380.68771415808
2023,154201.99605960798
2447,372387.2765094356
2055,133119.46745687327
2275,294999.6070522693
2204,185073.41790375608
1563,279657.6614251124
483,235087.29311883383
796,116703.68524306983
1526,161087.231618076
2042,109880.84394458545
442,339911.6300900683
1693,336697.8645779299
1468,220328.87584547122
1430,184123.550826588
2605,149234.02924698315
1529,188472.96545967628
335,136111.2674563278
1287,115699.0842228631
31,92325.96035507786
1785,326797.91429042746
82,168030.21624378447
2620,133191.22563146954
252,176045.83159209188
721,40847.054451684526
2165,192509.43655337184
2316,205001.37873927996
775,148637.2463692588
1558,84586.04730221623
17,206229.01324288186
1022,222677.31563406452
925,132476.93033637034
438,297388.91353998554
1270,123542.3263000063
1272,116101.86782393897
215,134560.0272696637
266,232291.12749681564
2402,308297.40728323243
1250,127793.4509253631
1984,82987.95511156462
1279,154449.4765159312
377,242320.05209587966
1252,135804.52818763192
2156,246669.338347408
499,330408.1252714164
1374,122257.25060849763
2898,218466.64830980232
401,105294.3313020454
2721,145738.5501832324
2078,254592.65221706594
2589,112803.985236696
1946,221359.27427061065
1334,115864.13614566805
2781,207802.86465335556
431,382108.2727981333
576,188352.2650870873
1474,209907.10419847353
2254,133594.08136735612
2155,274224.85375178617
885,114535.7256194952
643,153729.6816555695
1944,127905.68493109211
480,200588.4327150726
2845,107900.59621625306
2387,334448.8383360511
2407,222831.92499459742
2527,170102.42851078234
2514,142783.94214852666
629,126880.61164558533
80,208368.7327831479
1876,134209.67357839952
