Id,SalePrice
2658,122224.6878592702
2718,155536.34707556514
2414,200223.9714521079
1989,110008.56984447231
625,177147.0466752415
333,90269.82240363555
1327,102278.01177378693
858,149738.7449822745
95,176818.74982688978
1568,159236.74967874488
2482,166634.55050132083
1364,114553.11695776397
2584,152624.79320343587
818,266723.4722036142
2673,157968.8715089908
2089,117227.3764189053
1297,148446.0849829688
790,110721.45603357165
2616,212061.0743701108
720,191549.8274523469
222,146717.13633846128
557,132499.93044959358
1148,186422.4126338882
2766,202737.6439228631
534,177238.5201674676
1452,124300.22223090935
630,153581.49456693674
2648,118026.57825389683
125,156114.9669220051
1904,62013.946804252555
1670,113964.86453171806
756,97912.69335397828
717,207585.45423072818
1032,155047.1464600547
852,205429.56911313123
1731,164297.60889567563
2639,118445.38210923897
2071,95985.98523478108
1267,124592.61701323543
1851,185415.65274143725
567,161364.03269075177
2439,202441.9236928996
1898,144313.22698243408
647,162368.1477443202
2256,225410.69948482394
979,100921.02583645152
1444,209767.61357486504
2485,116576.8822595604
157,136101.89304813583
88,125512.99297796754
2003,110582.52787962029
186,194314.73405206992
1425,243863.83712896224
2695,126549.25757592116
738,117915.35413661867
395,143479.55592076146
1353,170273.6390315306
1878,146710.86885059145
390,152987.8620610425
1456,240559.68940574824
1103,317102.4250322859
1387,131732.06289791892
2070,151624.9624192724
1199,168658.28167297808
2479,174806.42531974515
501,310942.1150633442
2362,100633.03948688004
1718,175942.11480804958
2188,91555.61579214274
1483,151762.164775842
2557,102248.58611202805
437,379099.58064913756
2224,190363.3284154436
1628,170595.13048536293
397,135099.4012437606
587,200115.93417026522
2182,504100.1541092117
971,153104.11789918132
2611,144421.9076785445
1887,110134.70957060903
2399,365034.29096481577
2148,195356.01346706887
304,100642.57738381751
1997,131249.37884278514
2817,117406.52307505878
1431,212338.5818984201
427,383783.2572155134
263,130827.7423575273
598,171636.46204266362
2895,226566.1869585891
687,120569.79490278853
1822,137106.2542202881
2191,103143.95782054416
179,125568.67520717852
1009,194922.7209565661
2010,136199.1732113406
1991,136041.64725780342
1411,158647.09150067685
1721,217852.26004214137
1144,193852.70635065614
593,205682.68927470094
575,309909.8028824189
1249,171156.02046617333
1604,130301.99882809495
1064,530172.606749649
1923,143740.74196149522
1988,104518.20533969271
2325,178214.9157994778
114,198711.06687727774
2700,162663.03404575033
217,135462.18259868107
343,162837.40785170725
386,212142.23205277018
2005,132615.8278900633
2908,143589.06084655854
1814,247080.82047473654
2446,419853.26655019546
208,157023.29955154262
1679,119994.31600508628
822,363468.37614043115
6,197478.63618414136
1781,406679.1161536366
2397,281134.62902873714
2340,342633.6296382263
1618,182667.43357984914
2843,136392.36809064733
1061,383526.8503018277
2786,120647.20743932707
1935,136757.97416820435
1341,120631.76994009622
521,283612.50238419673
2136,139991.6521667085
996,200629.5369146667
227,155649.42494864805
135,166804.2929091436
1167,172499.6276076844
294,239228.69100487803
1776,188046.9571224773
540,157355.60903231098
1717,179762.7986209833
2303,145170.47119615256
116,160226.99486512633
127,140487.71228970148
1371,129970.48234029677
1014,146469.235444775
1507,108918.05702648112
702,138788.78241143696
750,144332.3595057723
261,147787.04626916716
1559,72227.42483237223
577,225296.26865314797
2812,193657.45366165478
2080,142128.49846904754
1368,109525.5308219106
2376,135427.69761047396
659,107219.93320216914
1235,137494.41175268524
332,72406.86788896703
1917,142063.72719491675
2094,252229.1327834222
1460,261183.85236444013
1471,218677.53601265798
1509,120469.06841360572
1922,138390.93779197292
433,514289.1082456719
460,272671.21923985315
1116,217104.71049566192
1137,151486.71581900542
53,176330.83959556342
2354,259621.7566680518
1475,196229.87431664116
1761,515675.7939443621
842,148389.81082669264
2739,190235.34306731547
2509,149522.88459242263
1007,198908.67946544202
2610,182938.41399995392
1952,94714.55040849354
2719,147317.24772736582
2921,86069.52743229528
1966,133840.67948382781
292,114241.18939628963
1204,189077.3725530737
1829,263687.29335627117
2419,176865.56801744207
391,143884.67232552875
798,104600.68656647005
481,194841.9421544859
193,205534.3622694497
555,123981.86836520013
899,49656.274855099655
2357,172040.0305888339
328,132861.42967783517
1356,123117.39889589499
1154,114438.50352589502
1730,176109.02087758257
2249,166030.2241077746
1119,275622.2511829666
2856,146541.45982697656
1394,127224.9022930698
2587,129454.44362315736
61,373605.11832562165
2661,178696.03085398834
2711,134218.13424336253
1147,183947.94849706424
757,132585.85359162625
2623,101239.3604427696
2378,142674.47805689572
1413,127316.6941377827
1722,207827.24001011232
1112,231820.72888191513
1623,199569.2493083748
1201,187808.79822530263
1513,124134.8575610496
957,253904.985534778
1171,283411.9749185735
1145,199496.58157559438
2726,230972.04905448985
703,145977.33641961505
760,85419.99275116232
1964,147570.71921808683
2512,170312.9131188376
159,134790.79720984516
1281,176117.91235195124
468,173124.5150194048
290,128567.29330875097
665,97589.01806741944
1463,255925.22055151797
1792,220148.31783366986
923,148253.3788655885
500,281614.49427314743
1408,187455.84654884366
331,77562.20978887929
170,161438.57935770808
2192,99166.48075408024
2571,260997.87522187596
2314,181940.2894893166
2647,92871.15917772595
422,450146.89257812354
2457,383881.2271512812
1838,198832.2961214994
2805,260519.84052723466
1645,142528.15472361672
1711,279113.32385559333
2825,259491.1275977934
322,391628.1666093239
2103,253466.8283307655
342,126014.37301612148
600,131601.80331996872
488,186183.3465871612
1725,307493.37381136493
2246,299528.30905217474
2847,154178.34227932998
806,227682.8235662614
530,228041.05549392843
963,187727.4846761699
2678,85983.91076274813
171,94984.5432201614
2401,452175.27133900364
805,219373.37277869912
2259,214936.96488899091
1748,183726.84516881304
1361,130517.19058330436
1677,112215.34176255751
1406,145625.7953409868
2322,238411.69698241164
688,157889.5736405503
143,137666.54718618502
804,196016.0858493143
1214,160902.52490707196
2828,142404.7609279403
1999,167083.25090242107
2467,193897.09221578573
2665,148432.13479138186
1538,349179.0605013304
398,126352.24317439922
2822,132921.23760026568
2157,141299.78954814936
1856,184114.95095107047
1269,108548.54459417556
2570,117833.38065976766
2320,243414.92162010347
1517,126705.11270496102
2304,134011.76782609112
1312,100371.31214608878
2012,136962.769444485
506,211528.55958715334
2865,208050.21364596588
2367,99202.0366978024
554,75595.06562977466
238,129175.69551382202
1954,117998.63625320198
2488,104435.24836632819
2291,75072.44453917425
1969,114069.6811962104
2725,154218.52779350057
1482,148693.03393579661
2763,198947.9321832853
503,254074.912251506
1584,242629.57077587637
1531,133911.98609069316
2210,174913.3916198782
459,344048.2342690966
556,132881.9440861777
1347,127811.06238105505
1290,83294.55991950803
1388,102655.5766475561
1571,205156.70115650515
2754,191790.6585890315
765,139603.31864165285
2494,125562.11670260203
2870,238866.25927134143
7,203736.1122436476
1114,229971.03567288
2418,265566.9857481081
291,126795.87928528043
18,421711.57466711494
39,395797.46886652184
1001,241838.65251984802
2442,222511.39698016117
616,109400.56495809433
2680,69447.28550470267
1414,129346.7393817518
289,145993.19758657686
40,269192.25423850043
860,124538.33871778776
409,137337.84355719708
673,134601.50148423415
2427,179325.04066032195
2036,201747.9090369353
2564,144274.1479549933
642,146273.31326731495
1008,187107.38174629494
1908,149257.83919074014
2519,199449.60709674988
1369,86496.80569181447
2855,170889.75421222937
712,103274.65875595239
1943,126748.70294918896
1958,119259.00456761771
107,161948.15123511216
2295,176474.76174229564
704,96212.67234927132
676,131119.4274196861
259,187952.76887606463
93,280442.35931804875
106,238022.19129217518
2315,181729.39410355283
1050,115369.22216842382
1095,200267.82415003903
2709,161352.32043798984
758,137363.95182882823
1496,154245.7158169357
2370,124141.63697904599
2458,278064.3931574306
2733,144750.90035131428
161,222481.46036818347
