Id,SalePrice
2658,128355.41304347826
2718,164157.19565217392
2414,195980.69565217392
1989,115874.21739130435
625,171920.41304347827
333,90134.78260869565
1327,113487.47181964573
858,149375.97826086957
95,186136.30434782608
1568,163144.02173913043
2482,171026.13768115942
1364,123865.10225442833
2584,150842.91304347827
818,262756.847826087
2673,155061.21014492755
2089,132568.19565217392
1297,152334.78260869565
790,125943.6884057971
2616,183934.21739130435
720,194425.76086956522
222,148065.21739130435
557,130405.23913043478
1148,199166.9347826087
2766,175001.39130434784
534,177660.47826086957
1452,124618.32919254657
630,155610.26086956522
2648,118429.73913043478
125,151207.60869565216
1904,67793.47826086957
1670,118330.23913043478
756,113244.13043478261
717,207950.0
1032,161395.65217391305
852,218539.41304347827
1731,181731.34782608695
2639,126450.17391304347
2071,97182.54347826086
1267,132179.03381642513
1851,184486.4347826087
567,164129.54347826086
2439,210525.15217391305
1898,143435.86956521738
647,153836.76086956522
2256,227113.26086956522
979,103284.23913043478
1444,218013.60869565216
2485,131338.08074534163
157,120910.97101449277
88,130947.71227621484
2003,113493.47826086957
186,190717.39130434784
1425,247050.30434782608
2695,120304.0
738,120625.36956521739
395,136630.52173913043
1353,148799.58695652173
1878,140656.52173913043
390,156571.8260869565
1456,243717.00724637683
1103,316170.1304347826
1387,137743.69565217392
2070,152046.73913043478
1199,176861.49068322981
2479,184363.3333333333
501,319039.60869565216
2362,114868.65217391304
1718,196594.58695652173
2188,102976.86956521739
1483,152435.58695652173
2557,104647.17391304347
437,341921.8043478261
2224,174617.21739130435
1628,176197.1739130435
397,139463.0900621118
587,198224.71739130435
2182,442180.76086956525
971,162126.95652173914
2611,141166.30434782608
1887,114722.82608695653
2399,370522.0652173913
2148,192889.60869565216
304,125003.36956521739
1997,133917.23913043478
2817,143987.47826086957
1431,203351.08695652173
427,384875.04347826086
263,128511.04347826086
598,173935.86956521738
2895,238073.65217391305
687,139904.89130434784
1822,134172.63043478262
2191,112960.84782608696
179,117865.21739130435
1009,193200.0
2010,130772.04347826086
1991,136445.84782608695
1411,155895.65217391305
1721,217764.21739130435
1144,199510.0724637681
593,204426.3333333333
575,287347.347826087
1249,172736.69565217392
1604,138301.08695652173
1064,468328.52173913043
1923,146976.08695652173
1988,100366.30434782608
2325,184949.9347826087
114,193571.37681159418
2700,166969.52173913043
217,144024.76086956522
343,176854.71014492755
386,216984.58695652173
2005,135808.69565217392
2908,139567.19404186794
1814,235713.26086956522
2446,434421.9130434783
208,165469.19565217392
1679,123601.56521739131
822,330273.347826087
6,187537.35507246375
1781,390760.9347826087
2397,289589.47826086957
2340,307637.89130434784
1618,180442.24637681158
2843,147413.04347826086
1061,361433.52173913043
2786,126221.73913043478
1935,134029.34782608695
1341,122421.82608695653
521,255964.71739130435
2136,144847.71739130435
996,193542.39130434784
227,156894.19565217392
135,149640.21739130435
1167,172794.5652173913
294,218430.23913043478
1776,199580.23913043478
540,158883.65217391305
1717,186895.6739130435
2303,133621.0724637681
116,164851.08695652173
127,133777.8260869565
1371,126081.32608695653
1014,170445.76086956522
1507,112858.08695652174
702,143827.60869565216
750,135661.15217391305
261,154651.30434782608
1559,85164.43478260869
577,226487.58695652173
2812,203314.21739130435
2080,145037.39130434784
1368,112395.73913043478
2376,131927.97826086957
659,112534.34782608696
1235,135172.60869565216
332,87402.17391304347
1917,132370.65217391305
2094,284636.5869565217
1460,250631.0652173913
1471,212846.89130434784
1509,127579.71014492754
1922,135827.72946859905
433,477421.1304347826
460,281004.2173913043
1116,229829.0
1137,154693.47826086957
