Id,SalePrice
2658,109297.16445840546
2718,157737.1037617193
2414,231793.9604726968
1989,104986.85428183328
625,189924.7697453478
333,79454.29603551478
1327,101057.67606268429
858,167178.35145418646
95,169144.32640047575
1568,163656.77220732425
2482,147859.7817582966
1364,122335.5746759001
2584,143790.00989144642
818,275073.0097160269
2673,129921.45965010201
2089,136675.9229076285
1297,148801.51970780815
790,121177.14659788398
2616,199060.19523354576
720,184544.5175288259
222,158960.5937775324
557,128555.3049994627
1148,174204.85370827932
2766,167925.87547800178
534,182071.01899903937
1452,122560.61065296832
630,123895.05429154544
2648,111545.35263305774
125,167773.89374226076
1904,61528.501183050685
1670,94970.36617830138
756,108376.12082883884
717,207360.63379795066
1032,155949.47510457117
852,221573.38414242497
1731,183334.76868211624
2639,108997.27247034525
2071,92580.46189990241
1267,139938.81603290467
1851,199963.56374135936
567,174628.53650021213
2439,208613.28517174255
1898,155963.78852427792
647,169381.53509107087
2256,214491.18430797296
979,88480.34306654289
1444,218683.59901842766
2485,125214.1429340374
157,136012.86049771833
88,114287.91383689082
2003,95585.7786527335
186,192576.43313148033
1425,238046.64374736656
2695,125143.10408794812
738,98196.32690914666
395,159232.7173753677
1353,168912.93265853738
1878,141074.58328238918
390,154543.80961118118
1456,228634.3304253996
1103,310943.3678549046
1387,113347.98584692375
2070,152035.89295998728
1199,166090.60775829057
2479,186363.36218625034
501,330802.73014991655
2362,84429.71549113886
1718,226237.66573195296
2188,89708.45133072195
1483,152446.82518022743
2557,97978.55562244868
437,358026.61761914706
2224,212715.3497215021
1628,170077.28874482974
397,141490.82616875783
587,196535.24703715858
2182,493452.5339444212
971,153532.49262870676
2611,124394.99705641766
1887,109347.29331213313
2399,359229.4786688528
2148,194855.06461408534
304,138010.63123591625
1997,129250.24054660322
2817,108970.3735665608
1431,225708.93153997348
427,342560.19206048193
263,131722.70008793368
598,178925.98195304544
2895,216347.61709211027
687,128891.91027864389
1822,135395.77526674085
2191,86693.29278242009
179,112471.83265236877
1009,240861.25427018193
2010,130471.92358830581
1991,133308.12658189988
1411,208021.61220154338
1721,244485.60280405608
1144,200408.33298515758
593,215923.82980664694
575,311816.2607019429
1249,173425.30413172612
1604,126420.52811111414
1064,447276.20582530374
1923,144846.0875134606
1988,120157.84370179463
2325,171443.899453189
114,201289.75926244564
2700,152185.43021633223
217,110467.5384825178
343,183456.85240874844
386,221726.85659568623
2005,101774.46564192403
2908,131940.123480326
1814,235964.20079396522
2446,435675.2700764977
208,140334.46971684493
1679,109548.45318100341
822,306219.0347654658
6,187907.476339789
1781,360364.71176145156
2397,320338.6425428331
2340,315116.20622991445
1618,168049.4019307187
2843,147074.39732713724
1061,359270.46297376754
2786,124935.85864504434
1935,134526.68391530594
1341,117999.70977988391
521,259912.8396274686
2136,142693.5292506992
996,212408.32767737456
227,145184.88876646358
135,170009.72523177217
1167,162921.05064154914
294,232775.75349934146
1776,201517.19196214504
540,159895.737778299
1717,237826.9624895627
2303,124494.32738390983
116,191276.38916251724
127,156134.34752901224
1371,135627.95604558245
1014,139817.44583836437
1507,120535.18356604333
702,122058.44854554394
750,146306.17971509555
261,139971.82009221427
1559,39014.06295016603
577,219472.55362333547
2812,187457.3575208756
2080,148508.55994986615
1368,104258.88380302323
2376,124836.21084791793
659,116515.14761220178
1235,135746.59010680526
332,68928.44046777455
1917,147114.74254883005
2094,241035.2382967804
1460,250151.69506454712
1471,227699.10212385881
1509,115373.29441173669
1922,119727.7196231035
433,476793.2776062177
460,266589.9012551549
1116,239792.33877391473
1137,155873.68971908573
53,167837.7353201874
2354,261365.65394427982
1475,199980.9988460765
1761,428009.4355412212
842,142751.43941965944
2739,163682.62721009774
2509,150185.64987117593
1007,203003.20672644998
2610,169448.90469279524
1952,87025.81555776628
2719,154005.9648395376
2921,77884.72328937077
1966,147084.00074786617
292,120210.29407636053
1204,186994.72807330577
1829,259042.34511519008
2419,198534.1867413366
391,161383.12722184835
798,110507.34825521921
481,208270.03654819858
193,184501.27455153855
555,125603.75961156123
899,58006.78581458873
2357,194929.0833438381
328,140884.7822161606
1356,103315.94266644158
1154,109632.97824318732
1730,192692.53563080332
2249,180547.87220714777
1119,294369.8349885974
2856,139524.0493201786
1394,117302.05868074438
2587,120458.41630241992
61,323160.16131127556
2661,164089.03163725173
2711,115679.89971170768
1147,178969.66058629678
757,112686.26203469372
2623,108676.82634469282
2378,142323.22658475698
1413,129373.57774760119
1722,232932.3327065372
1112,234543.19321513397
1623,191644.2219269952
1201,207256.4442154528
1513,121111.60751432035
957,327652.5683826112
1171,242384.42101941985
1145,189563.09254499458
2726,206641.1201470781
703,147962.98989153106
760,127819.29849757627
1964,155247.18077493476
2512,190880.5758468344
159,116696.77955018911
1281,174316.1929776596
468,194276.8333837333
290,135458.69649700704
665,111955.32379058536
1463,241086.93245535594
1792,218433.17568804894
923,163864.38385826684
500,285215.7203434773
1408,156479.03061397304
331,80869.47467600493
170,153823.019401664
2192,93131.60577269079
2571,219798.4456259591
2314,163884.42707162557
2647,86452.66208238568
422,416490.9365213601
2457,319934.15429136326
1838,195821.8850629432
2805,245955.81089030975
1645,158660.20294352467
1711,311173.3800164391
2825,228050.12335142546
322,301311.74508609093
2103,256399.29821961708
342,108519.29599086907
600,136850.49060303188
488,170215.21633616742
1725,293325.20822995115
2246,294041.64150678593
2847,134608.25308807206
806,227206.12810526646
530,234855.37133689437
963,187801.1162230435
2678,103239.2865352855
171,86977.22079151383
2401,406925.0864352525
805,226636.25827327662
2259,247033.83314983296
1748,198085.64625405916
1361,133263.80730630303
1677,106686.45609382633
1406,172602.07020786064
2322,251825.26971098053
688,146085.61678320414
143,138653.53597372962
804,207130.6492320996
1214,202876.3845127246
2828,136722.92714727367
1999,180350.4394711105
2467,212654.92492447153
2665,162822.27143152466
1538,317147.2019761513
398,121659.75509773433
2822,147072.3474827982
2157,143223.7946014196
1856,197981.4243570034
1269,126613.9920935574
2570,104396.97501644977
2320,241413.12501125725
1517,132022.43843626202
2304,126379.37962313209
1312,97182.63043075823
2012,132894.02321259843
506,251382.60549564875
2865,210822.90767075773
2367,93641.29672173416
554,83474.8835063156
238,135396.4562390505
1954,95436.07201910825
2488,128989.54423605124
2291,62155.847433360264
1969,109270.29593333454
2725,164636.96857183918
1482,146931.98911452535
2763,204709.40405776864
503,272242.4651545144
1584,255188.7036806629
1531,159713.70320075547
2210,191819.91588664684
459,313562.1134110331
556,127900.36441163815
1347,127953.16737921548
1290,70078.65038675872
1388,98582.31628108978
1571,277730.49570227676
2754,214183.30826735025
765,132605.92680766835
2494,123665.41857618776
2870,241984.7224748289
7,246165.94413134747
1114,238168.40053103515
2418,270193.53743269626
291,125643.433713888
18,357087.12942164275
39,377763.395002224
1001,280824.90265731845
2442,227568.13530179908
616,109634.88120125516
2680,80169.71120586852
1414,134771.6863874669
289,156596.87115036504
40,273356.8592055078
860,141202.88793461502
409,122666.0003633223
673,156621.8608242377
2427,185015.74754899656
2036,212824.23593392648
2564,132536.26809269877
642,154752.98922269756
1008,183202.22403784076
1908,116796.60489340915
